Transaction ID,Date,Month Year,Account Number,Transaction Type,Amount,Source System,Reconciliation Status,Discrepancy Reason,Currency,Branch Code,Processed By,Approval Status,Comments,Transaction Mode,Last Modified
TXN014294,3/18/2024,Mar 2024,ACC000392,Invoice,604.81,CRM,Mismatched,None,GBP,BRC001,User_4,Rejected,Duplicate entry,Manual Entry,3/18/2024
TXN014295,1/17/2024,Jan 2024,ACC000478,Invoice,-3459.43,CRM,Matched,None,CAD,BRC016,User_27,Approved,Duplicate entry,ATM,1/17/2024
TXN014296,3/19/2024,Mar 2024,ACC000384,Withdrawal,13361.39,ERP,Matched,None,GBP,Unknown,User_3,Approved,Incorrect amount,Online,3/19/2024
TXN014297,3/13/2024,Mar 2024,ACC000230,Payment,6114.08,CRM,Pending,None,NGN,BRC017,User_25,Approved,Duplicate entry,Wire Transfer,
TXN014298,1/9/2024,Jan 2024,ACC000038,Withdrawal,11752.52,Bank,Matched,None,NGN,BRC009,User_27,Rejected,Incorrect amount,ATM,1/9/2024
TXN014299,3/28/2024,Mar 2024,ACC000105,Deposit,8700.13,ERP,Pending,Incorrect Amount,NGN,BRC003,User_6,Rejected,No Comments,Manual Entry,3/28/2024
TXN014300,3/9/2024,Mar 2024,ACC000172,Payment,578.99,CRM,Pending,Duplicate,CAD,BRC002,User_14,Pending,No Comments,Online,3/9/2024
TXN014301,1/20/2024,Jan 2024,ACC000469,Payment,14845.42,CRM,Matched,None,EUR,BRC008,User_31,Pending,Confirmed,Wire Transfer,1/20/2024
TXN014302,1/12/2024,Jan 2024,ACC000378,Invoice,4174.86,ERP,Mismatched,Incorrect Amount,EUR,BRC018,User_18,Unknown,Confirmed,ATM,1/12/2024
TXN014303,2/20/2024,Feb 2024,ACC000079,Transfer,14547.4,CRM,Mismatched,Incorrect Amount,GBP,BRC009,User_48,Approved,Urgent,Manual Entry,2/20/2024
TXN014304,3/31/2024,Mar 2024,ACC000291,Deposit,2488.44,CRM,Adjusted,None,GBP,BRC014,User_37,Approved,Urgent,POS,3/31/2024
TXN014305,2/13/2024,Feb 2024,ACC000106,Withdrawal,-1771.39,General Ledger,Matched,None,GBP,BRC013,User_18,Approved,Needs review,Online,2/13/2024
TXN014306,2/22/2024,Feb 2024,ACC000427,Withdrawal,-4574.2,General Ledger,Mismatched,Missing,USD,BRC014,User_35,Pending,Confirmed,POS,2/22/2024
TXN014307,3/7/2024,Mar 2024,ACC000371,Withdrawal,17.13,General Ledger,Matched,None,CAD,BRC002,User_37,Rejected,Needs review,Manual Entry,3/7/2024
TXN014308,3/3/2024,Mar 2024,ACC000390,Deposit,9655.65,General Ledger,Pending,Duplicate,GBP,BRC017,User_30,Approved,Urgent,ATM,3/3/2024
TXN014309,1/22/2024,Jan 2024,ACC000303,Transfer,2156.04,Payroll,Matched,None,USD,BRC006,User_18,Pending,No Comments,Manual Entry,1/22/2024
TXN014310,2/28/2024,Feb 2024,ACC000157,Transfer,2315.43,CRM,Mismatched,Duplicate,USD,BRC015,User_29,Pending,No Comments,Online,2/28/2024
TXN014311,2/22/2024,Feb 2024,ACC000034,Deposit,9450.39,General Ledger,Matched,None,NGN,BRC017,User_26,Rejected,Incorrect amount,Online,2/22/2024
TXN014312,2/25/2024,Feb 2024,ACC000004,Transfer,4968.07,General Ledger,Mismatched,Duplicate,NGN,BRC020,User_38,Approved,Duplicate entry,Wire Transfer,2/25/2024
TXN014313,1/2/2024,Jan 2024,ACC000280,Invoice,11898.78,CRM,Adjusted,Incorrect Amount,Unknown,BRC006,User_33,Rejected,No Comments,Manual Entry,1/2/2024
TXN014314,2/1/2024,Feb 2024,ACC000062,Invoice,2679.2,ERP,Matched,None,USD,BRC011,User_3,Approved,Urgent,ATM,2/1/2024
TXN014315,3/23/2024,Mar 2024,ACC000402,Withdrawal,7907.11,Bank,Mismatched,Duplicate,NGN,BRC006,User_19,Pending,No Comments,Online,3/23/2024
TXN014316,1/19/2024,Jan 2024,ACC000358,Transfer,-3774.67,Bank,Matched,None,GBP,BRC006,User_32,Approved,Urgent,ATM,1/19/2024
TXN014317,2/5/2024,Feb 2024,ACC000378,Invoice,13971.48,General Ledger,Adjusted,Incorrect Amount,NGN,BRC014,User_3,Pending,Confirmed,Manual Entry,2/5/2024
TXN014318,2/15/2024,Feb 2024,ACC000418,Withdrawal,14127.61,CRM,Mismatched,Incorrect Amount,EUR,BRC017,User_33,Approved,Incorrect amount,Online,2/15/2024
TXN014319,2/18/2024,Feb 2024,ACC000429,Invoice,8414.65,ERP,Mismatched,None,EUR,BRC012,User_21,Pending,Incorrect amount,Wire Transfer,2/18/2024
TXN014320,2/20/2024,Feb 2024,ACC000375,Invoice,13435.76,ERP,Pending,Incorrect Amount,GBP,BRC011,User_32,Rejected,Duplicate entry,Manual Entry,2/20/2024
TXN014321,2/13/2024,Feb 2024,ACC000163,Unknown,9159.52,CRM,Matched,None,Unknown,BRC017,User_6,Pending,Urgent,Manual Entry,2/13/2024
TXN014322,1/24/2024,Jan 2024,,Deposit,12432.86,Payroll,Mismatched,None,USD,BRC018,User_41,Pending,Urgent,POS,1/24/2024
TXN014323,1/15/2024,Jan 2024,ACC000089,Invoice,-354.33,Bank,Mismatched,None,GBP,BRC018,User_4,Approved,No Comments,POS,1/15/2024
TXN014324,1/25/2024,Jan 2024,ACC000280,Payment,1627.91,CRM,Adjusted,None,NGN,BRC010,User_12,Approved,Needs review,Manual Entry,1/25/2024
TXN014325,2/26/2024,Feb 2024,ACC000136,Transfer,-1765.41,CRM,Adjusted,None,USD,BRC002,User_11,Pending,Duplicate entry,Manual Entry,2/26/2024
TXN014326,1/23/2024,Jan 2024,ACC000419,Payment,6184.91,ERP,Pending,None,CAD,BRC012,User_9,Rejected,Needs review,POS,1/23/2024
TXN014327,4/1/2024,Apr 2024,ACC000036,Deposit,14383.38,CRM,Adjusted,Incorrect Amount,EUR,BRC004,User_25,Pending,Urgent,Manual Entry,
TXN014328,2/24/2024,Feb 2024,ACC000487,Invoice,-4603.86,General Ledger,Pending,Duplicate,CAD,BRC019,User_39,Approved,Duplicate entry,Wire Transfer,2/24/2024
TXN014329,2/25/2024,Feb 2024,ACC000008,Withdrawal,14720.07,CRM,Pending,Duplicate,NGN,BRC004,User_30,Pending,No Comments,Wire Transfer,2/25/2024
TXN014330,1/15/2024,Jan 2024,ACC000301,Deposit,6587.69,Bank,Pending,Duplicate,Unknown,BRC005,User_45,Approved,Urgent,ATM,1/15/2024
TXN014331,3/22/2024,Mar 2024,ACC000498,Withdrawal,-4718.82,Payroll,Pending,Missing,GBP,BRC015,User_14,Rejected,Needs review,POS,3/22/2024
TXN014332,1/30/2024,Jan 2024,ACC000124,Invoice,29.71,Bank,Pending,Missing,NGN,BRC019,User_28,Approved,No Comments,Online,1/30/2024
TXN014333,3/13/2024,Mar 2024,ACC000438,Transfer,13643.74,Payroll,Matched,None,EUR,BRC020,User_20,Pending,Confirmed,Manual Entry,3/13/2024
TXN014334,3/20/2024,Mar 2024,ACC000146,Transfer,6242.19,Payroll,Mismatched,Incorrect Amount,CAD,BRC011,User_13,Approved,Needs review,Manual Entry,3/20/2024
TXN014335,2/12/2024,Feb 2024,ACC000151,Unknown,2489.59,Payroll,Adjusted,None,GBP,BRC010,User_16,Approved,No Comments,Wire Transfer,2/12/2024
TXN014336,2/22/2024,Feb 2024,ACC000158,Invoice,7523.96,General Ledger,Adjusted,Incorrect Amount,USD,BRC004,User_15,Pending,Confirmed,Manual Entry,2/22/2024
TXN014337,2/19/2024,Feb 2024,ACC000329,Withdrawal,12708.59,CRM,Matched,None,NGN,BRC020,User_1,Rejected,Confirmed,Manual Entry,2/19/2024
TXN014338,2/20/2024,Feb 2024,ACC000406,Invoice,127.26,CRM,Matched,None,EUR,BRC002,User_34,Pending,Needs review,Wire Transfer,2/20/2024
TXN014339,3/10/2024,Mar 2024,ACC000414,Payment,-823.25,CRM,Matched,None,NGN,BRC018,User_35,Pending,Incorrect amount,POS,3/10/2024
TXN014340,3/25/2024,Mar 2024,ACC000121,Deposit,12880.01,Bank,Matched,None,USD,BRC018,User_44,Pending,Duplicate entry,Manual Entry,3/25/2024
TXN014341,2/23/2024,Feb 2024,ACC000209,Transfer,3315.34,ERP,Adjusted,Duplicate,EUR,BRC003,User_25,Rejected,Duplicate entry,ATM,2/23/2024
TXN014342,2/23/2024,Feb 2024,ACC000248,Transfer,4983.77,Bank,Mismatched,Incorrect Amount,Unknown,BRC002,User_12,Approved,Needs review,POS,2/23/2024
TXN014343,2/20/2024,Feb 2024,ACC000284,Deposit,10800.51,Payroll,Adjusted,Duplicate,NGN,Unknown,User_38,Approved,Incorrect amount,Online,2/20/2024
TXN014344,3/14/2024,Mar 2024,ACC000428,Payment,3801.49,ERP,Mismatched,Duplicate,USD,BRC015,User_43,Approved,Incorrect amount,POS,3/14/2024
TXN014345,2/12/2024,Feb 2024,ACC000059,Transfer,7417.83,Payroll,Mismatched,Duplicate,Unknown,BRC016,User_18,Rejected,No Comments,POS,2/12/2024
TXN014346,1/18/2024,Jan 2024,ACC000072,Payment,9461.65,ERP,Mismatched,Duplicate,NGN,BRC005,User_43,Approved,No Comments,POS,1/18/2024
TXN014347,4/1/2024,Apr 2024,ACC000089,Invoice,5434.6,Payroll,Mismatched,None,EUR,BRC002,User_45,Pending,Incorrect amount,Manual Entry,
TXN014348,2/5/2024,Feb 2024,ACC000036,Invoice,-926.15,CRM,Adjusted,Incorrect Amount,USD,BRC005,User_31,Rejected,Needs review,Wire Transfer,2/5/2024
TXN014349,1/15/2024,Jan 2024,ACC000410,Deposit,12260.51,Payroll,Matched,None,GBP,BRC020,User_8,Pending,Incorrect amount,Wire Transfer,1/15/2024
TXN014350,3/7/2024,Mar 2024,ACC000458,Transfer,449.39,General Ledger,Adjusted,Duplicate,CAD,BRC005,User_17,Pending,Needs review,POS,3/7/2024
TXN014351,3/21/2024,Mar 2024,ACC000021,Invoice,8691.01,ERP,Pending,None,CAD,BRC013,User_39,Pending,Incorrect amount,ATM,3/21/2024
TXN014352,3/16/2024,Mar 2024,ACC000275,Transfer,7232.87,Payroll,Matched,None,NGN,BRC014,User_42,Rejected,Confirmed,Online,3/16/2024
TXN014353,2/3/2024,Feb 2024,ACC000129,Withdrawal,7602.63,Payroll,Matched,None,USD,BRC005,User_43,Approved,No Comments,Manual Entry,2/3/2024
TXN014354,1/9/2024,Jan 2024,ACC000303,Invoice,14017.82,General Ledger,Adjusted,Duplicate,USD,BRC016,User_11,Pending,No Comments,Online,1/9/2024
TXN014355,1/2/2024,Jan 2024,ACC000099,Invoice,13437.83,ERP,Adjusted,Incorrect Amount,GBP,BRC004,User_44,Approved,Duplicate entry,Wire Transfer,1/2/2024
TXN014356,2/14/2024,Feb 2024,ACC000070,Transfer,8651.59,CRM,Pending,Missing,USD,BRC003,User_35,Pending,Urgent,Wire Transfer,2/14/2024
TXN014357,1/24/2024,Jan 2024,ACC000278,Transfer,-2386.43,Bank,Pending,Duplicate,GBP,BRC001,User_33,Approved,No Comments,Manual Entry,1/24/2024
TXN014358,3/16/2024,Mar 2024,ACC000395,Transfer,-2402.37,Bank,Matched,None,GBP,BRC006,User_48,Rejected,No Comments,POS,3/16/2024
TXN014359,3/5/2024,Mar 2024,ACC000211,Payment,3268.56,Bank,Adjusted,Missing,GBP,BRC004,User_43,Pending,Incorrect amount,Online,3/5/2024
TXN014360,1/13/2024,Jan 2024,ACC000120,Deposit,-2153.39,General Ledger,Mismatched,None,USD,BRC016,User_32,Rejected,Duplicate entry,Manual Entry,1/13/2024
TXN014361,2/3/2024,Feb 2024,ACC000393,Payment,-2362.01,CRM,Mismatched,Incorrect Amount,CAD,Unknown,User_35,Rejected,Urgent,Online,2/3/2024
TXN014362,1/23/2024,Jan 2024,ACC000409,Transfer,44.55,Payroll,Mismatched,None,GBP,BRC019,User_38,Pending,Incorrect amount,Online,1/23/2024
TXN014363,3/10/2024,Mar 2024,ACC000380,Invoice,-4575.76,Payroll,Mismatched,Missing,NGN,BRC013,User_13,Rejected,Urgent,Manual Entry,3/10/2024
TXN014364,2/8/2024,Feb 2024,ACC000139,Payment,704.78,Bank,Matched,None,NGN,BRC008,User_24,Pending,Urgent,POS,2/8/2024
TXN014365,2/4/2024,Feb 2024,ACC000123,Deposit,-4507.63,Payroll,Mismatched,Duplicate,CAD,BRC005,User_14,Approved,Needs review,POS,2/4/2024
TXN014366,1/24/2024,Jan 2024,ACC000324,Withdrawal,777.68,CRM,Adjusted,None,USD,BRC012,User_9,Rejected,Incorrect amount,Online,1/24/2024
TXN014367,1/24/2024,Jan 2024,ACC000432,Deposit,-22.31,ERP,Pending,None,CAD,BRC019,User_40,Rejected,Confirmed,Wire Transfer,1/24/2024
TXN014368,2/22/2024,Feb 2024,ACC000168,Transfer,-1701.18,Payroll,Pending,Incorrect Amount,USD,BRC004,User_8,Pending,No Comments,POS,2/22/2024
TXN014369,2/24/2024,Feb 2024,ACC000425,Payment,14053.77,CRM,Matched,None,GBP,BRC011,User_41,Pending,Duplicate entry,Online,2/24/2024
TXN014370,1/22/2024,Jan 2024,ACC000107,Deposit,11744.99,General Ledger,Mismatched,Incorrect Amount,EUR,BRC007,User_8,Rejected,Confirmed,Wire Transfer,1/22/2024
TXN014371,1/11/2024,Jan 2024,ACC000157,Invoice,11486.18,CRM,Pending,Missing,NGN,Unknown,User_50,Rejected,Confirmed,Wire Transfer,1/11/2024
TXN014372,1/20/2024,Jan 2024,ACC000095,Deposit,4920.38,General Ledger,Mismatched,None,GBP,BRC014,User_45,Approved,Incorrect amount,Manual Entry,1/20/2024
TXN014373,2/19/2024,Feb 2024,ACC000392,Withdrawal,5014.09,Payroll,Adjusted,Incorrect Amount,USD,BRC020,User_21,Approved,Urgent,ATM,2/19/2024
TXN014374,3/16/2024,Mar 2024,ACC000135,Invoice,-391.32,General Ledger,Pending,Incorrect Amount,EUR,BRC017,User_47,Pending,Confirmed,ATM,3/16/2024
TXN014375,2/14/2024,Feb 2024,ACC000187,Invoice,11226.65,General Ledger,Mismatched,Incorrect Amount,EUR,BRC020,User_17,Pending,Duplicate entry,Wire Transfer,
TXN014376,1/13/2024,Jan 2024,ACC000029,Transfer,1776.85,CRM,Matched,None,CAD,BRC013,User_6,Pending,Needs review,ATM,1/13/2024
TXN014377,2/22/2024,Feb 2024,ACC000168,Invoice,3547.9,ERP,Pending,None,GBP,BRC004,User_6,Rejected,Needs review,Online,2/22/2024
TXN014378,2/13/2024,Feb 2024,ACC000463,Withdrawal,-3985.97,Bank,Pending,None,EUR,BRC016,User_1,Approved,Confirmed,Wire Transfer,2/13/2024
TXN014379,2/25/2024,Feb 2024,ACC000160,Deposit,7362.25,Bank,Adjusted,Duplicate,CAD,BRC009,User_29,Approved,No Comments,Wire Transfer,2/25/2024
TXN014380,2/18/2024,Feb 2024,ACC000313,Deposit,2532.88,Payroll,Adjusted,Incorrect Amount,NGN,BRC017,User_8,Rejected,Needs review,Manual Entry,2/18/2024
TXN014381,2/19/2024,Feb 2024,ACC000248,Deposit,8712.56,Bank,Pending,Duplicate,CAD,BRC016,User_16,Approved,Needs review,Online,2/19/2024
TXN014382,1/3/2024,Jan 2024,ACC000194,Withdrawal,2642.02,Bank,Pending,Incorrect Amount,CAD,BRC008,User_13,Pending,Duplicate entry,Online,1/3/2024
TXN014383,2/11/2024,Feb 2024,ACC000331,Payment,10381.66,CRM,Pending,None,GBP,BRC017,User_34,Pending,Urgent,Online,2/11/2024
TXN014384,3/23/2024,Mar 2024,ACC000252,Transfer,-3632.13,Bank,Matched,None,USD,BRC005,User_23,Approved,Needs review,ATM,3/23/2024
TXN014385,2/3/2024,Feb 2024,ACC000107,Deposit,-313.03,ERP,Matched,None,Unknown,BRC016,User_43,Rejected,Duplicate entry,Manual Entry,2/3/2024
TXN014386,2/1/2024,Feb 2024,ACC000425,Withdrawal,786.11,General Ledger,Matched,None,EUR,BRC018,User_21,Rejected,No Comments,Wire Transfer,2/1/2024
TXN014387,1/14/2024,Jan 2024,ACC000076,Deposit,8051.5,Unknown,Adjusted,Missing,NGN,BRC002,User_8,Rejected,Incorrect amount,Online,1/14/2024
TXN014388,2/13/2024,Feb 2024,ACC000180,Withdrawal,186.73,Bank,Pending,Incorrect Amount,CAD,BRC017,User_29,Approved,Needs review,POS,2/13/2024
TXN014389,2/25/2024,Feb 2024,ACC000182,Deposit,11500.72,CRM,Mismatched,None,GBP,BRC014,User_35,Pending,Incorrect amount,Wire Transfer,2/25/2024
TXN014390,3/11/2024,Mar 2024,ACC000301,Invoice,14586.78,General Ledger,Mismatched,Duplicate,Unknown,BRC012,User_32,Pending,Duplicate entry,Wire Transfer,3/11/2024
TXN014391,3/24/2024,Mar 2024,ACC000469,Unknown,190.06,General Ledger,Adjusted,Incorrect Amount,NGN,BRC003,User_40,Pending,Confirmed,Online,3/24/2024
TXN014392,3/12/2024,Mar 2024,ACC000021,Withdrawal,1565.42,Payroll,Pending,Incorrect Amount,USD,BRC011,User_2,Approved,Duplicate entry,POS,3/12/2024
TXN014393,3/1/2024,Mar 2024,ACC000079,Transfer,13250.1,ERP,Matched,None,NGN,BRC003,User_34,Rejected,Incorrect amount,Online,3/1/2024
TXN014394,2/14/2024,Feb 2024,ACC000428,Payment,2945.16,ERP,Pending,None,EUR,BRC003,User_11,Approved,No Comments,Manual Entry,2/14/2024
TXN014395,2/11/2024,Feb 2024,ACC000167,Invoice,9523.85,ERP,Adjusted,None,CAD,BRC016,User_46,Rejected,No Comments,Manual Entry,2/11/2024
TXN014396,3/9/2024,Mar 2024,ACC000262,Deposit,10405.44,ERP,Pending,None,GBP,BRC008,User_8,Pending,Incorrect amount,ATM,3/9/2024
TXN014397,3/21/2024,Mar 2024,ACC000460,Payment,10404.39,CRM,Pending,None,GBP,BRC019,User_44,Approved,Duplicate entry,Manual Entry,3/21/2024
TXN014398,3/29/2024,Mar 2024,ACC000067,Invoice,12131.68,CRM,Pending,Incorrect Amount,GBP,BRC009,User_14,Pending,Incorrect amount,Online,3/29/2024
TXN014399,2/1/2024,Feb 2024,ACC000306,Deposit,815.53,CRM,Matched,None,CAD,BRC005,User_2,Rejected,No Comments,Wire Transfer,2/1/2024
TXN014400,1/9/2024,Jan 2024,ACC000387,Transfer,7609.27,ERP,Pending,None,EUR,Unknown,User_21,Approved,No Comments,Manual Entry,1/9/2024
TXN014401,1/28/2024,Jan 2024,ACC000331,Transfer,5407.01,General Ledger,Mismatched,None,GBP,BRC013,User_42,Pending,Confirmed,Manual Entry,1/28/2024
TXN014402,3/15/2024,Mar 2024,ACC000035,Transfer,8944.49,Payroll,Mismatched,Missing,EUR,BRC018,User_48,Pending,Urgent,Online,3/15/2024
TXN014403,3/31/2024,Mar 2024,ACC000395,Invoice,8487.14,ERP,Pending,Duplicate,USD,Unknown,User_29,Pending,Urgent,Unknown,3/31/2024
TXN014404,1/30/2024,Jan 2024,ACC000205,Withdrawal,4173.34,Bank,Matched,None,NGN,BRC012,User_44,Approved,No Comments,Wire Transfer,1/30/2024
TXN014405,3/7/2024,Mar 2024,ACC000110,Transfer,5272.09,General Ledger,Pending,Duplicate,GBP,BRC007,User_49,Rejected,Urgent,ATM,3/7/2024
TXN014406,3/2/2024,Mar 2024,ACC000024,Transfer,973.16,Bank,Mismatched,Missing,EUR,BRC012,User_15,Rejected,Incorrect amount,POS,3/2/2024
TXN014407,3/27/2024,Mar 2024,ACC000039,Invoice,1721.11,General Ledger,Pending,Duplicate,CAD,Unknown,User_33,Rejected,Needs review,ATM,3/27/2024
TXN014408,1/11/2024,Jan 2024,ACC000409,Invoice,-1339.27,Bank,Adjusted,Missing,EUR,BRC012,User_26,Pending,No Comments,Wire Transfer,1/11/2024
TXN014409,3/20/2024,Mar 2024,ACC000010,Payment,-1959.13,Bank,Matched,None,EUR,BRC003,User_24,Approved,Urgent,Wire Transfer,3/20/2024
TXN014410,1/18/2024,Jan 2024,ACC000261,Payment,681.75,Payroll,Mismatched,Incorrect Amount,GBP,BRC019,User_37,Pending,No Comments,ATM,1/18/2024
TXN014411,2/28/2024,Feb 2024,ACC000371,Invoice,10035.51,CRM,Matched,None,EUR,BRC010,User_4,Approved,Confirmed,POS,2/28/2024
TXN014412,2/28/2024,Feb 2024,ACC000376,Invoice,-4419.13,ERP,Adjusted,None,CAD,BRC005,User_9,Approved,Confirmed,Manual Entry,2/28/2024
TXN014413,2/1/2024,Feb 2024,ACC000298,Deposit,3569.05,CRM,Pending,Incorrect Amount,USD,BRC008,User_9,Pending,Needs review,ATM,2/1/2024
TXN014414,2/17/2024,Feb 2024,ACC000340,Invoice,1831.17,CRM,Adjusted,Duplicate,EUR,BRC004,User_31,Rejected,Needs review,Online,2/17/2024
TXN014415,1/17/2024,Jan 2024,ACC000205,Deposit,705.67,Bank,Matched,None,GBP,BRC018,User_37,Rejected,Needs review,POS,1/17/2024
TXN014416,2/28/2024,Feb 2024,ACC000382,Payment,-139.45,ERP,Mismatched,None,NGN,BRC020,User_47,Pending,Duplicate entry,POS,2/28/2024
TXN014417,1/22/2024,Jan 2024,ACC000448,Payment,-784.44,Payroll,Mismatched,Duplicate,CAD,BRC020,User_30,Rejected,Confirmed,Wire Transfer,1/22/2024
TXN014418,1/16/2024,Jan 2024,ACC000012,Withdrawal,9657.52,Bank,Pending,Missing,Unknown,BRC016,User_28,Approved,Confirmed,Wire Transfer,1/16/2024
TXN014419,1/24/2024,Jan 2024,ACC000322,Deposit,4747.87,ERP,Mismatched,Duplicate,USD,BRC007,User_3,Approved,Duplicate entry,Manual Entry,1/24/2024
TXN014420,2/16/2024,Feb 2024,ACC000035,Payment,3852.25,Payroll,Mismatched,Missing,Unknown,BRC014,User_7,Pending,Needs review,Unknown,2/16/2024
TXN014421,1/3/2024,Jan 2024,ACC000413,Payment,10921.68,ERP,Adjusted,Duplicate,USD,BRC001,User_17,Rejected,Incorrect amount,POS,1/3/2024
TXN014422,3/26/2024,Mar 2024,ACC000002,Transfer,7115.66,General Ledger,Pending,Duplicate,EUR,BRC009,User_17,Approved,Incorrect amount,POS,3/26/2024
TXN014423,3/26/2024,Mar 2024,ACC000271,Payment,14277.19,ERP,Mismatched,Missing,CAD,BRC016,User_29,Pending,Urgent,Wire Transfer,3/26/2024
TXN014424,3/11/2024,Mar 2024,ACC000359,Deposit,10854.5,Bank,Pending,None,CAD,BRC012,User_26,Rejected,Incorrect amount,Manual Entry,3/11/2024
TXN014425,2/14/2024,Feb 2024,ACC000121,Payment,12810.93,Bank,Mismatched,Missing,NGN,BRC017,User_35,Pending,Needs review,POS,2/14/2024
TXN014426,3/20/2024,Mar 2024,ACC000182,Withdrawal,-2461.73,General Ledger,Mismatched,Missing,USD,BRC013,User_6,Rejected,Incorrect amount,ATM,3/20/2024
TXN014427,1/1/2024,Jan 2024,ACC000365,Invoice,854.2,Bank,Mismatched,None,GBP,BRC013,User_39,Pending,Duplicate entry,Manual Entry,1/1/2024
TXN014428,2/19/2024,Feb 2024,ACC000401,Invoice,-1701.5,Bank,Adjusted,Missing,NGN,BRC006,User_6,Pending,Duplicate entry,Online,2/19/2024
TXN014429,1/11/2024,Jan 2024,ACC000431,Deposit,-537.67,General Ledger,Mismatched,Incorrect Amount,EUR,BRC016,User_40,Rejected,Duplicate entry,Wire Transfer,1/11/2024
TXN014430,2/15/2024,Feb 2024,ACC000353,Deposit,12222.66,Bank,Adjusted,Missing,GBP,BRC008,User_17,Rejected,Confirmed,ATM,2/15/2024
TXN014431,1/6/2024,Jan 2024,ACC000385,Invoice,5366.49,ERP,Mismatched,Duplicate,CAD,BRC010,User_4,Approved,No Comments,ATM,1/6/2024
TXN014432,3/8/2024,Mar 2024,ACC000134,Withdrawal,5014.28,CRM,Matched,None,USD,BRC017,User_8,Approved,Urgent,ATM,3/8/2024
TXN014433,2/15/2024,Feb 2024,ACC000454,Deposit,13834.99,General Ledger,Pending,Duplicate,NGN,Unknown,User_20,Rejected,No Comments,ATM,2/15/2024
TXN014434,2/13/2024,Feb 2024,ACC000326,Payment,-4474.65,CRM,Matched,None,GBP,BRC002,User_19,Rejected,Confirmed,POS,2/13/2024
TXN014435,2/25/2024,Feb 2024,ACC000367,Unknown,8482.55,CRM,Matched,None,CAD,BRC014,User_42,Approved,No Comments,Wire Transfer,2/25/2024
TXN014436,1/11/2024,Jan 2024,ACC000342,Deposit,11518.98,ERP,Pending,Incorrect Amount,GBP,BRC015,User_17,Approved,No Comments,Online,1/11/2024
TXN014437,3/9/2024,Mar 2024,ACC000298,Invoice,10768.45,CRM,Pending,None,GBP,BRC013,User_1,Rejected,Confirmed,Wire Transfer,3/9/2024
TXN014438,3/22/2024,Mar 2024,ACC000147,Payment,6200.04,General Ledger,Pending,Incorrect Amount,USD,BRC012,User_44,Approved,No Comments,Online,3/22/2024
TXN014439,2/26/2024,Feb 2024,ACC000166,Transfer,-2375.27,ERP,Pending,Missing,GBP,BRC010,User_38,Pending,Confirmed,ATM,2/26/2024
TXN014440,1/30/2024,Jan 2024,ACC000241,Deposit,-356.81,CRM,Mismatched,Missing,NGN,Unknown,User_37,Pending,Urgent,Manual Entry,1/30/2024
TXN014441,1/8/2024,Jan 2024,ACC000480,Transfer,7845.56,Payroll,Mismatched,Incorrect Amount,USD,BRC010,User_46,Unknown,Needs review,Wire Transfer,1/8/2024
TXN014442,2/18/2024,Feb 2024,ACC000137,Payment,13436.61,CRM,Matched,None,NGN,BRC004,User_46,Rejected,Incorrect amount,ATM,2/18/2024
TXN014443,1/24/2024,Jan 2024,ACC000306,Payment,-3044.59,General Ledger,Mismatched,None,USD,BRC003,User_3,Rejected,Needs review,Online,1/24/2024
TXN014444,1/11/2024,Jan 2024,ACC000077,Invoice,5270.5,ERP,Adjusted,None,CAD,BRC005,User_1,Rejected,Incorrect amount,Wire Transfer,1/11/2024
TXN014445,1/23/2024,Jan 2024,ACC000331,Transfer,-2575.25,Bank,Matched,None,USD,BRC008,User_34,Approved,Needs review,Online,1/23/2024
TXN014446,1/27/2024,Jan 2024,ACC000281,Withdrawal,4979.18,ERP,Pending,Duplicate,CAD,BRC019,User_5,Rejected,Incorrect amount,ATM,1/27/2024
TXN014447,3/22/2024,Mar 2024,ACC000251,Transfer,3795.32,General Ledger,Adjusted,Duplicate,GBP,BRC020,User_48,Pending,Incorrect amount,ATM,3/22/2024
TXN014448,1/6/2024,Jan 2024,ACC000119,Withdrawal,14282.46,ERP,Adjusted,Missing,CAD,BRC016,User_33,Approved,Needs review,ATM,1/6/2024
TXN014449,2/10/2024,Feb 2024,ACC000299,Invoice,12211.06,CRM,Matched,None,EUR,BRC005,User_4,Rejected,No Comments,Online,2/10/2024
TXN014450,2/3/2024,Feb 2024,ACC000181,Withdrawal,1178.01,CRM,Pending,Incorrect Amount,CAD,BRC010,User_9,Approved,Confirmed,Online,2/3/2024
TXN014451,2/29/2024,Feb 2024,ACC000089,Invoice,11016.27,Payroll,Adjusted,None,GBP,BRC008,User_33,Approved,Incorrect amount,Manual Entry,2/29/2024
TXN014452,4/1/2024,Apr 2024,ACC000448,Transfer,6428.99,ERP,Adjusted,Incorrect Amount,EUR,BRC006,User_30,Rejected,Duplicate entry,Online,
TXN014453,2/24/2024,Feb 2024,ACC000199,Invoice,3078.3,ERP,Mismatched,Incorrect Amount,NGN,BRC006,User_27,Rejected,Duplicate entry,Manual Entry,2/24/2024
TXN014454,2/13/2024,Feb 2024,ACC000499,Transfer,-2017.89,General Ledger,Matched,None,CAD,BRC011,User_24,Pending,Incorrect amount,POS,2/13/2024
TXN014455,2/17/2024,Feb 2024,ACC000149,Invoice,7098.6,CRM,Adjusted,Duplicate,CAD,BRC010,User_41,Rejected,Needs review,Online,2/17/2024
